id,name,unit,role,subsystem
1208,PDM2.DO2.GalleyFanSpeed,,OUTPUT,PDM2
1208,PDM2.Output05.Forward,,VAR,PDM2
1209,PDM2.DO2.GalleyFanSpeed.Feedback,A,OUTPUT,PDM2
1209,PDM2.DO5 AwningMotor.Reverse,,OUTPUT,PDM2
1210,PDM2.DO2.GalleyFanSpeed.DiagnosticBits,,DIAG,PDM2
1210,PDM2.DO4.12V/USB Off,,OUTPUT,PDM2
1211,PDM2.DO4.12V/USB On,,OUTPUT,PDM2
1465,PDM2.DO2.GalleyFanSpeed Update,,OUTPUT,PDM2
1466,PDM2.DO2.GalleyFanSpeed.Off,,OUTPUT,PDM2
1467,PDM2.DO2.GalleyFanSpeed.On,,OUTPUT,PDM2
1518,CE PDM2.DO11.SinkPump Ramp,,OUTPUT,PDM2
1523,CE PDM2.DO12.Aux1 Ramp,,OUTPUT,PDM2
